4,14,\N,0,0,1.000
4,15,\N,0,0,1.000
4,16,\N,0,0,1.000
4,17,\N,0,0,1.000
4,18,\N,0,0,1.000
4,19,\N,0,0,1.000
4,20,\N,0,0,1.000
4,21,\N,0,0,1.000
4,22,\N,0,0,1.000
4,23,\N,0,0,1.000
4,24,\N,0,0,1.000
4,25,\N,0,0,1.000
4,26,\N,0,0,1.000
4,27,\N,0,0,1.000
4,28,\N,0,0,1.000
4,29,\N,0,0,1.000
4,30,\N,0,0,1.000
4,31,\N,0,0,1.000
4,32,\N,0,0,1.000
4,33,\N,0,0,1.000
4,34,\N,0,0,1.000
4,35,\N,0,0,1.000
4,36,\N,0,0,1.000
4,37,\N,0,0,1.000
4,38,\N,0,0,1.000
4,39,\N,0,0,1.000
4,40,\N,0,0,1.000
4,41,\N,0,0,1.000
4,42,\N,0,0,1.000
4,43,\N,0,0,1.000
4,44,\N,0,0,1.000
4,45,\N,0,0,1.000
4,46,\N,0,0,1.000
4,47,\N,0,0,1.000
4,48,\N,0,0,1.000
4,49,\N,0,0,1.000
4,50,\N,0,0,1.000
4,51,\N,0,0,1.000
4,52,\N,0,0,1.000
4,53,\N,0,0,1.000
4,54,\N,0,0,1.000
7,1,\N,0,0,1.000
7,2,\N,0,0,1.000
7,3,\N,0,0,1.000
7,4,\N,0,0,1.000
7,5,\N,0,0,1.000
7,6,\N,0,0,1.000
7,7,\N,0,0,1.000
7,8,\N,0,0,1.000
7,9,\N,0,0,1.000
7,10,\N,0,0,1.000
7,11,\N,0,0,1.000
7,12,\N,0,0,1.000
7,13,\N,0,0,1.000
7,14,\N,0,0,1.000
7,15,\N,0,0,1.000
7,16,\N,0,0,1.000
7,17,\N,0,0,1.000
7,18,\N,0,0,1.000
7,19,\N,0,0,1.000
7,20,\N,0,0,1.000
7,21,\N,0,0,1.000
7,22,\N,0,0,1.000
7,23,\N,0,0,1.000
7,24,\N,0,0,1.000
7,25,\N,0,0,1.000
7,26,\N,0,0,1.000
7,27,\N,0,0,1.000
7,28,\N,0,0,1.000
7,29,\N,0,0,1.000
7,30,\N,0,0,1.000
7,31,\N,0,0,1.000
7,32,\N,0,0,1.000
7,33,\N,0,0,1.000
7,34,\N,0,0,1.000
7,35,\N,0,0,1.000
7,36,\N,0,0,1.000
7,37,\N,0,0,1.000
7,38,\N,0,0,1.000
7,39,\N,0,0,1.000
7,40,\N,0,0,1.000
7,41,\N,0,0,1.000
7,42,\N,0,0,1.000
7,43,\N,0,0,1.000
7,44,\N,0,0,1.000
7,45,\N,0,0,1.000
7,46,\N,0,0,1.000
7,47,\N,0,0,1.000
7,48,\N,0,0,1.000
7,49,\N,0,0,1.000
7,50,\N,0,0,1.000
7,51,\N,0,0,1.000
7,52,\N,0,0,1.000
7,53,\N,0,0,1.000
7,54,\N,0,0,1.000
7,55,\N,0,0,1.000
7,56,\N,0,0,1.000
7,57,\N,0,0,1.000
7,58,\N,0,0,1.000
7,59,\N,0,0,1.000
7,60,\N,0,0,1.000
11,1,1,0,0,1.000
11,2,1,0,0,1.000
11,3,2,0,0,1.000
11,4,2,0,0,1.000
11,5,3,0,0,1.000
11,6,3,0,0,1.000
11,7,4,0,0,1.000
11,8,4,0,0,1.000
11,9,5,0,0,1.000
11,10,5,0,0,1.000
11,11,6,0,0,1.000
11,12,6,0,0,1.000
11,13,7,0,0,1.000
11,14,7,0,0,1.000
11,15,8,0,0,1.000
11,16,8,0,0,1.000
12,1,1,0,0,1.000
12,2,1,0,0,1.000
12,3,1,0,0,1.000
12,4,1,0,0,1.000
12,5,2,0,0,1.000
12,6,2,0,0,1.000
12,7,2,0,0,1.000
12,8,2,0,0,1.000
12,9,3,0,0,1.000
12,10,3,0,0,1.000
12,11,3,0,0,1.000
12,12,3,0,0,1.000
12,13,4,0,0,1.000
12,14,4,0,0,1.000
12,15,4,0,0,1.000
12,16,4,0,0,1.000
12,17,5,0,0,1.000
12,18,5,0,0,1.000
12,19,5,0,0,1.000
12,20,5,0,0,1.000
12,21,6,0,0,1.000
12,22,6,0,0,1.000
12,23,6,0,0,1.000
12,24,6,0,0,1.000
12,25,7,0,0,1.000
12,26,7,0,0,1.000
12,27,7,0,0,1.000
12,28,7,0,0,1.000
12,29,8,0,0,1.000
12,30,8,0,0,1.000
12,31,8,0,0,1.000
12,32,8,0,0,1.000
13,1,1,0,1,1.000
13,2,1,0,1,1.000
13,3,1,0,1,1.000
13,4,1,0,1,1.000
13,5,2,0,1,1.000
13,6,2,0,1,1.000
13,7,2,0,1,1.000
13,8,2,0,1,1.000
13,9,3,0,1,1.000
13,10,3,0,1,1.000
13,11,3,0,1,1.000
13,12,3,0,1,1.000
13,13,4,0,1,1.000
13,14,4,0,1,1.000
13,15,4,0,1,1.000
13,16,4,0,1,1.000
13,17,5,0,1,1.000
13,18,5,0,1,1.000
13,19,5,0,1,1.000
13,20,5,0,1,1.000
13,21,6,0,1,1.000
13,22,6,0,1,1.000
13,23,6,0,1,1.000
13,24,6,0,1,1.000
13,25,7,0,1,1.000
13,26,7,0,1,1.000
13,27,7,0,1,1.000
13,28,7,0,1,1.000
13,29,8,0,1,1.000
13,30,8,0,1,1.000
13,31,8,0,1,1.000
13,32,8,0,1,1.000
15,1,\N,0,0,1.000
15,2,\N,0,0,0.950
15,3,\N,0,0,1.000
15,4,\N,0,0,0.950
15,5,\N,0,0,1.000
15,6,\N,0,0,0.950
15,7,\N,0,0,1.000
15,8,\N,0,0,0.950
15,9,\N,0,0,1.000
15,10,\N,0,0,0.950
15,11,\N,0,0,1.000
15,12,\N,0,0,0.950
15,13,\N,0,0,1.000
15,14,\N,0,0,0.950
15,15,\N,0,0,1.000
15,16,\N,0,0,0.950
15,17,\N,0,0,1.000
15,18,\N,0,0,0.950
15,19,\N,0,0,1.000
15,20,\N,0,0,0.950
15,21,\N,0,0,1.000
15,22,\N,0,0,0.950
15,23,\N,0,0,1.000
15,24,\N,0,0,0.950
15,25,\N,0,0,1.000
15,26,\N,0,0,0.950
15,27,\N,0,0,1.000
15,28,\N,0,0,0.950
15,29,\N,0,0,1.000
15,30,\N,0,0,0.950
15,31,\N,0,0,1.000
15,32,\N,0,0,0.950
15,33,\N,0,0,0.910
15,34,\N,0,0,0.950
15,35,\N,0,0,0.910
15,36,\N,0,0,0.950
15,37,\N,0,0,0.950
15,38,\N,0,0,0.950
15,39,\N,0,0,0.950
15,40,\N,0,0,0.950
15,41,\N,0,0,0.950
15,42,\N,0,0,0.950
15,43,\N,0,0,0.950
15,44,\N,0,0,0.950
15,45,\N,0,0,0.950
15,46,\N,0,0,0.950
15,47,\N,0,0,0.950
15,48,\N,0,0,0.950
15,49,\N,0,0,0.950
15,50,\N,0,0,0.950
15,51,\N,0,0,0.950
15,52,\N,0,0,0.950
16,1,1,0,0,1.000
16,2,1,0,0,1.000
16,3,2,0,0,1.000
16,4,2,0,0,1.000
16,5,3,0,0,1.000
16,6,3,0,0,1.000
16,7,4,0,0,1.000
16,8,4,0,0,1.000
16,9,5,0,0,1.000
16,10,5,0,0,1.000
16,11,6,0,0,1.000
16,12,6,0,0,1.000
16,13,7,0,0,1.000
16,14,7,0,0,1.000
16,15,8,0,0,1.000
16,16,8,0,0,1.000
16,17,9,0,0,1.000
16,18,9,0,0,1.000
17,1,1,0,0,1.000
17,2,1,0,0,1.000
17,3,1,0,0,1.000
17,4,1,0,0,1.000
17,5,2,0,0,1.000
17,6,2,0,0,1.000
17,7,2,0,0,1.000
17,8,2,0,0,1.000
17,9,3,0,0,1.000
17,10,3,0,0,1.000
17,11,3,0,0,1.000
17,12,3,0,0,1.000
17,13,4,0,0,1.000
17,14,4,0,0,1.000
17,15,4,0,0,1.000
17,16,4,0,0,1.000
17,17,5,0,0,1.000
17,18,5,0,0,1.000
17,19,5,0,0,1.000
17,20,5,0,0,1.000
17,21,6,0,0,1.000
17,22,6,0,0,1.000
17,23,6,0,0,1.000
17,24,6,0,0,1.000
17,25,7,0,0,1.000
17,26,7,0,0,1.000
17,27,7,0,0,1.000
17,28,7,0,0,1.000
17,29,8,0,0,1.000
17,30,8,0,0,1.000
17,31,8,0,0,1.000
17,32,8,0,0,1.000
17,33,9,0,0,1.000
17,34,9,0,0,1.000
17,35,9,0,0,1.000
17,36,9,0,0,1.000
18,1,\N,0,0,1.000
18,2,\N,0,0,1.000
18,3,\N,0,0,1.000
18,4,\N,0,0,1.000
18,5,\N,0,0,1.000
18,6,\N,0,0,1.000
18,7,\N,0,0,1.000
18,8,\N,0,0,1.000
19,1,\N,0,0,1.000
19,2,\N,0,0,1.000
19,3,\N,0,0,1.000
19,4,\N,0,0,1.000
19,5,\N,0,0,1.000
19,6,\N,0,0,1.000
19,7,\N,0,0,1.000
19,8,\N,0,0,1.000
20,1,\N,0,0,1.000
20,2,\N,0,0,1.000
20,3,\N,0,0,1.000
20,4,\N,0,0,1.000
20,5,\N,0,0,1.000
20,6,\N,0,0,1.000
20,7,\N,0,0,1.000
20,8,\N,0,0,1.000
20,9,\N,0,0,1.000
20,10,\N,0,0,1.000
20,11,\N,0,0,1.000
20,12,\N,0,0,1.000
21,1,\N,0,0,1.000
22,1,\N,0,0,1.000
22,2,\N,0,0,1.000
22,3,\N,0,0,1.000
22,4,\N,0,0,1.000
22,5,\N,0,0,1.000
22,6,\N,0,0,1.000
22,7,\N,0,0,1.000
22,8,\N,0,0,1.000
22,9,\N,0,0,1.000
22,10,\N,0,0,1.000
22,11,\N,0,0,1.000
22,12,\N,0,0,1.000
22,13,\N,0,0,1.000
22,14,\N,0,0,1.000
22,15,\N,0,0,1.000
22,16,\N,0,0,1.000
22,17,\N,0,0,1.000
22,18,\N,0,0,1.000
23,1,\N,0,0,1.000
23,2,\N,0,0,1.000
23,3,\N,0,0,1.000
23,4,\N,0,0,1.000
23,5,\N,0,0,1.000
23,6,\N,0,0,1.000
23,7,\N,0,0,1.000
23,8,\N,0,0,1.000
23,9,\N,0,0,1.000
24,1,\N,0,0,1.000
24,2,\N,0,0,1.000
24,3,\N,0,0,1.000
24,4,\N,0,0,1.000
24,5,\N,0,0,1.000
24,6,\N,0,0,1.000
24,7,\N,0,0,1.000
24,8,\N,0,0,1.000
24,9,\N,0,0,1.000
24,10,\N,0,0,1.000
24,11,\N,0,0,1.000
24,12,\N,0,0,1.000
24,13,\N,0,0,1.000
24,14,\N,0,0,1.000
24,15,\N,0,0,1.000
24,16,\N,0,0,1.000
24,17,\N,0,0,1.000
24,18,\N,0,0,1.000
25,1,\N,0,0,1.000
25,2,\N,0,0,1.000
25,3,\N,0,0,1.000
25,4,\N,0,0,1.000
25,5,\N,0,0,1.000
25,6,\N,0,0,1.000
25,7,\N,0,0,1.000
25,8,\N,0,0,1.000
25,9,\N,0,0,1.000
25,10,\N,0,0,1.000
25,11,\N,0,0,1.000
25,12,\N,0,0,1.000
25,13,\N,0,0,1.000
25,14,\N,0,0,1.000
25,15,\N,0,0,1.000
25,16,\N,0,0,1.000
25,17,\N,0,0,1.000
25,18,\N,0,0,1.000
26,1,\N,0,0,1.000
26,2,\N,0,0,1.000
26,3,\N,0,0,1.000
26,4,\N,0,0,1.000
26,5,\N,0,0,1.000
26,6,\N,0,0,1.000
26,7,\N,0,0,1.000
26,8,\N,0,0,1.000
26,9,\N,0,0,1.000
26,10,\N,0,0,1.000
26,11,\N,0,0,1.000
26,12,\N,0,0,1.000
26,13,\N,0,0,1.000
26,14,\N,0,0,1.000
26,15,\N,0,0,1.000
26,16,\N,0,0,1.000
26,17,\N,0,0,1.000
26,18,\N,0,0,1.000
27,1,\N,0,0,1.000
27,2,\N,0,0,1.000
27,3,\N,0,0,1.000
27,4,\N,0,0,1.000
27,5,\N,0,0,1.000
27,6,\N,0,0,1.000
27,7,\N,0,0,1.000
27,8,\N,0,0,1.000
27,9,\N,0,0,1.000
27,10,\N,0,0,1.000
27,11,\N,0,0,1.000
27,12,\N,0,0,1.000
27,13,\N,0,0,1.000
27,14,\N,0,0,1.000
27,15,\N,0,0,1.000
27,16,\N,0,0,1.000
27,17,\N,0,0,1.000
27,18,\N,0,0,1.000
27,19,\N,0,0,1.000
27,20,\N,0,0,1.000
27,21,\N,0,0,1.000
27,22,\N,0,0,1.000
27,23,\N,0,0,1.000
27,24,\N,0,0,1.000
27,25,\N,0,0,1.000
27,26,\N,0,0,1.000
27,27,\N,0,0,1.000
27,28,\N,0,0,1.000
27,29,\N,0,0,1.000
27,30,\N,0,0,1.000
27,31,\N,0,0,1.000
27,32,\N,0,0,1.000
27,33,\N,0,0,1.000
27,34,\N,0,0,1.000
27,35,\N,0,0,1.000
27,36,\N,0,0,1.000
28,1,\N,0,0,1.000
28,2,\N,0,0,1.000
28,3,\N,0,0,1.000
28,4,\N,0,0,1.000
28,5,\N,0,0,1.000
28,6,\N,0,0,1.000
28,7,\N,0,0,1.000
28,8,\N,0,0,1.000
29,1,1,0,0,1.000
29,2,1,0,0,1.000
29,3,1,0,0,1.000
29,4,1,0,0,1.000
29,5,2,0,0,1.000
29,6,2,0,0,1.000
29,7,2,0,0,1.000
29,8,2,0,0,1.000
29,9,3,0,0,1.000
29,10,3,0,0,1.000
29,11,3,0,0,1.000
29,12,3,0,0,1.000
29,13,4,0,0,1.000
29,14,4,0,0,1.000
29,15,4,0,0,1.000
29,16,4,0,0,1.000
29,17,5,0,0,1.000
29,18,5,0,0,1.000
29,19,5,0,0,1.000
29,20,5,0,0,1.000
29,21,6,0,0,1.000
29,22,6,0,0,1.000
29,23,6,0,0,1.000
29,24,6,0,0,1.000
29,25,8,1,0,0.500
29,26,8,1,0,0.500
30,1,1,0,1,1.000
30,2,1,0,1,1.000
30,3,1,0,1,1.000
30,4,1,0,1,1.000
30,5,2,0,1,1.000
30,6,2,0,1,1.000
30,7,2,0,1,1.000
30,8,2,0,1,1.000
30,9,3,0,1,1.000
30,10,3,0,1,1.000
30,11,3,0,1,1.000
30,12,3,0,1,1.000
30,13,4,0,1,1.000
30,14,4,0,1,1.000
30,15,4,0,1,1.000
30,16,4,0,1,1.000
30,17,5,0,1,1.000
30,18,5,0,1,1.000
30,19,5,0,1,1.000
30,20,5,0,1,1.000
30,21,6,0,1,1.000
30,22,6,0,1,1.000
30,23,6,0,1,1.000
30,24,6,0,1,1.000
30,25,7,0,1,1.000
30,26,7,0,1,1.000
30,27,7,0,1,1.000
30,28,7,0,1,1.000
30,29,8,0,1,1.000
30,30,8,0,1,1.000
30,31,8,0,1,1.000
30,32,8,0,1,1.000
30,33,9,0,1,1.000
30,34,9,0,1,1.000
30,35,9,0,1,1.000
30,36,9,0,1,1.000
31,1,1,0,1,1.000
31,2,1,0,1,1.000
31,3,2,0,1,1.000
31,4,2,0,1,1.000
31,5,3,0,1,1.000
31,6,3,0,1,1.000
31,7,4,0,1,1.000
31,8,4,0,1,1.000
31,9,5,0,1,1.000
31,10,5,0,1,1.000
31,11,6,0,1,1.000
31,12,6,0,1,1.000
31,13,7,0,1,1.000
31,14,7,0,1,1.000
31,15,8,0,1,1.000
31,16,8,0,1,1.000
31,17,9,0,1,1.000
31,18,9,0,1,1.000
32,1,1,0,1,1.000
32,2,1,0,1,1.000
32,3,1,0,1,1.000
32,4,1,0,1,1.000
32,5,2,0,1,1.000
32,6,2,0,1,1.000
32,7,2,0,1,1.000
32,8,2,0,1,1.000
32,9,3,0,1,1.000
32,10,3,0,1,1.000
32,11,3,0,1,1.000
32,12,3,0,1,1.000
32,13,4,0,1,1.000
32,14,4,0,1,1.000
32,15,4,0,1,1.000
32,16,4,0,1,1.000
32,17,5,0,1,1.000
32,18,5,0,1,1.000
32,19,5,0,1,1.000
32,20,5,0,1,1.000
32,21,6,0,1,1.000
32,22,6,0,1,1.000
32,23,6,0,1,1.000
32,24,6,0,1,1.000
32,25,7,0,1,1.000
32,26,7,0,1,1.000
32,27,7,0,1,1.000
32,28,7,0,1,1.000
32,29,8,0,1,1.000
32,30,8,0,1,1.000
32,31,8,0,1,1.000
32,32,8,0,1,1.000
